Date,Open,High,Low,AdjClose,Volume
3/9/2023,24.1615,24.4405,23.3698,23.423,501536399
3/10/2023,23.396,23.614,22.7132,22.9521,475130348
3/13/2023,22.7392,23.2851,22.2847,22.9531,422125489
3/14/2023,23.483,24.2055,23.447,24.0495,475174853
3/15/2023,23.7477,24.2725,23.347,24.2145,524778097
3/16/2023,24.0135,25.5738,23.8807,25.5268,585272319
3/17/2023,25.9676,26.3843,25.6536,25.7106,849019554
3/20/2023,25.6006,26.0096,25.1158,25.8856,432988410
3/21/2023,26.1655,26.3773,25.3669,26.1844,547712894
3/22/2023,26.4103,27.5735,26.2224,26.4533,797739536
3/23/2023,27.1004,27.4836,26.6751,27.1759,565203638
3/24/2023,27.0159,27.1519,26.3403,26.764,455667925
3/27/2023,26.822,26.9849,26.3503,26.5163,361226982
3/28/2023,26.4323,26.4983,25.8356,26.3953,356302278
3/29/2023,26.81,27.0629,26.5822,26.9689,393913321
3/30/2023,27.2139,27.4836,27.0869,27.3678,364718927
3/31/2023,27.1249,27.8188,27.0899,27.7615,434174651
4/3/2023,27.4936,27.9844,27.3208,27.9494,398937851
4/4/2023,27.9504,27.9844,27.2919,27.4377,368796989
4/5/2023,26.814,26.9829,26.3803,26.8659,515301818
4/6/2023,26.5692,27.0649,26.4123,27.0219,397875999
4/10/2023,26.808,27.6055,26.6541,27.5635,395498885
4/11/2023,27.708,27.7745,27.1109,27.1539,314553409
4/12/2023,27.3548,27.4526,26.4328,26.4803,446507702
4/13/2023,26.7191,26.8718,26.3143,26.4483,353812391
4/14/2023,26.4893,26.8679,26.2054,26.743,395880677
4/17/2023,26.5508,26.9909,26.4184,26.9869,321650493
4/18/2023,27.5181,28.0944,27.3418,27.6515,605148672
4/19/2023,27.3458,27.9844,27.2169,27.9154,358860333
4/20/2023,27.6555,28.0144,26.9849,27.0889,427951674
4/21/2023,26.9369,27.1679,26.7071,27.1039,345295136
4/24/2023,26.9979,27.3508,26.6562,27.0269,339470981
4/25/2023,27.0629,27.2319,26.2104,26.2264,378738157
4/26/2023,26.9869,27.3148,26.6902,26.9409,406563309
4/27/2023,27.3478,27.4796,26.6103,27.2109,377371426
4/28/2023,27.2099,27.7425,27.0564,27.7335,292379026
5/1/2023,27.8245,29.0421,27.7645,28.8938,570646441
5/2/2023,28.6639,28.8198,28.0674,28.1944,402954058
5/3/2023,27.8245,28.3513,27.4567,27.7865,383601106
5/4/2023,27.6355,27.8435,27.2249,27.5465,322029815
